Rowid_,VALUE,COUNT,VALUE_1,CLASSNAME,EVT_FUEL,EVT_FUEL_N,EVT_LF,EVT_GP,EVT_PHYS,EVT_GP_N,SAF_SRM,FOR_GRP_ID,FOR_GRP_N,EVT_ORDER,EVT_CLASS,EVT_SBCLS,R,G,B,RED,GREEN,BLUE
,3334,2594119,3334,Ozark-Ouachita Mesic Hardwood Forest,2334,Tr Ozark-Ouachita Mesic Hardwood Forest,Tree,655,Hardwood,Beech-Maple-Basswood Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,500,Oak/Hickory Group,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
,3335,14586972,3335,Southern Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,2335,Tr Southern Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,Tree,658,Hardwood,Coastal Plain Oak Forest,SAF 72: Southern Scrub Oak,500,Oak/Hickory Group,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,145,255,115,0.568627,1,0.45098
,3336,136300,3336,Southwest Florida Coastal Strand and Maritime Hammock,2336,Tr Southwest Florida Coastal Strand and Maritime Hammock,Tree,672,Hardwood,Hammocks,SAF 105: Tropical Hardwoods,980,Tropical Hardwoods Group,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,60,113,126,0.235294,0.443137,0.494118
,3337,84678,3337,Southeast Florida Coastal Strand and Maritime Hammock,2337,Tr Southeast Florida Coastal Strand and Maritime Hammock,Tree,672,Hardwood,Hammocks,SAF 105: Tropical Hardwoods,980,Tropical Hardwoods Group,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,60,113,126,0.235294,0.443137,0.494118
,3338,3516536,3338,Central and South Texas Coastal Fringe Forest and Woodland,2338,Tr Central and South Texas Coastal Fringe Forest and Woodland,Tree,656,Hardwood,Texas Live Oak,SAF 89: Live Oak,920,Western Oak Group,Tree-dominated,Open tree canopy,Deciduous open tree canopy,145,255,115,0.568627,1,0.45098
,3339,116480,3339,West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,2339,Tr West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,Tree,656,Hardwood,Texas Live Oak,SAF 89: Live Oak,920,Western Oak Group,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,145,255,115,0.568627,1,0.45098
,3340,589995,3340,Appalachian Shale Barrens,2340,Tr Appalachian Shale Barrens,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,LF 55: Appalachian Grass and Shrub Balds,500,Oak/Hickory Group,Tree-dominated,Open tree canopy,Deciduous open tree canopy,82,52,34,0.321569,0.203922,0.133333
,3342,175375,3342,Piedmont Hardpan Woodland and Forest,2342,Tr Piedmont Hardpan Woodland and Forest,Tree,662,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,500,Oak/Hickory Group,Tree-dominated,Open tree canopy,Deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
,3343,18186696,3343,Southern Atlantic Coastal Plain Mesic Hardwood Forest,2343,Tr Southern Atlantic Coastal Plain Mesic Hardwood Forest,Tree,680,Hardwood,Sweetgum-Water Oak Forest,SAF 92: Sweetgum-Willow Oak,600,Oak/Gum/Cypress Group,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,145,255,115,0.568627,1,0.45098
,3344,1855896,3344,Boreal Jack Pine-Black Spruce Forest,2344,Tr Boreal Jack Pine-Black Spruce Forest,Tree,676,Conifer,Jack Pine Forest,SAF 1: Jack Pine,100,White/Red/Jack Pine Group,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,174,245,224,0.682353,0.960784,0.878431
,3346,8403465,3346,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,2346,Tr Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,Tree,677,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,140,Longleaf/Slash Pine Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
,3347,10284274,3347,Atlantic Coastal Plain Upland Longleaf Pine Woodland,2347,Tr Atlantic Coastal Plain Upland Longleaf Pine Woodland,Tree,677,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,140,Longleaf/Slash Pine Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
,3348,1815046,3348,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,2348,Tr West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Tree,677,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,140,Longleaf/Slash Pine Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
,3349,23473261,3349,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,2349,Tr East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Tree,677,Conifer,Longleaf Pine Woodland,SAF 70: Longleaf Pine,140,Longleaf/Slash Pine Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
,3350,608484,3350,Central and Southern Appalachian Spruce-Fir Forest,2350,Tr Central and Southern Appalachian Spruce-Fir Forest,Tree,693,Conifer-Hardwood,Spruce-Fir-Hardwood Forest,SAF 30: Red Spruce-Yellow Birch,120,Spruce/Fir Group,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,159,255,128,0.623529,1,0.501961
,3351,486128,3351,Southeastern Interior Longleaf Pine Woodland,2351,Tr Southeastern Interior Longleaf Pine Woodland,Tree,677,Conifer,Longleaf Pine Woodland,SAF 70: Longleaf Pine,140,Longleaf/Slash Pine Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
,3352,1273995,3352,Southern Appalachian Montane Pine Forest and Woodland,2352,Tr Southern Appalachian Montane Pine Forest and Woodland,Tree,686,Conifer,Pitch Pine Woodlands,SAF 51: White Pine-Chestnut Oak,400,Oak/Pine Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,13,69,133,0.05098,0.270588,0.521569
,3353,5302845,3353,Southern Appalachian Low-Elevation Pine Forest,2353,Tr Southern Appalachian Low-Elevation Pine Forest,Tree,695,Conifer,Virginia Pine Forest,SAF 79: Virginia Pine,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,10,61,128,0.039216,0.239216,0.501961
,3354,150997,3354,Northeastern Interior Pine Barrens,2354,Tr Northeastern Interior Pine Barrens,Tree,686,Conifer,Pitch Pine Woodlands,SAF 45: Pitch Pine,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
,3355,1750250,3355,Northern Atlantic Coastal Plain Pitch Pine Barrens,2355,Tr Northern Atlantic Coastal Plain Pitch Pine Barrens,Tree,686,Conifer,Pitch Pine Woodlands,SAF 45: Pitch Pine,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
,3356,3859083,3356,Florida Longleaf Pine Sandhill,2356,Tr Florida Longleaf Pine Sandhill,Tree,677,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,140,Longleaf/Slash Pine Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
,3357,12100473,3357,Southern Coastal Plain Mesic Slope Forest,2357,Tr Southern Coastal Plain Mesic Slope Forest,Tree,680,Hardwood,Sweetgum-Water Oak Forest,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,600,Oak/Gum/Cypress Group,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,145,255,115,0.568627,1,0.45098
,3358,1206775,3358,East-Central Texas Plains Pine Forest and Woodland,2358,Tr East-Central Texas Plains Pine Forest and Woodland,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 40: Post Oak-Blackjack Oak,500,Oak/Hickory Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,85,187,194,0.333333,0.733333,0.760784
,3359,1718989,3359,Gulf and Atlantic Coastal Plain Floodplain Shrubland,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Shrub,666,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,600,Oak/Gum/Cypress Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.568627,1,0.45098
,3361,884744,3361,Central Atlantic Coastal Plain Maritime Forest,2361,Tr Central Atlantic Coastal Plain Maritime Forest,Tree,679,Hardwood,Maritime Forest,SAF 74: Cabbage Palmetto,980,Tropical Hardwoods Group,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,107,209,206,0.419608,0.819608,0.807843
,3362,7157811,3362,Laurentian-Acadian Northern Pine Forest,2362,Tr Laurentian-Acadian Northern Pine Forest,Tree,665,Conifer,Red Pine-White Pine Forest and Woodland,SAF 15: Red Pine,100,White/Red/Jack Pine Group,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,174,245,224,0.682353,0.960784,0.878431
,3363,315083,3363,Central Interior Highlands Dry Acidic Glade and Barrens,2363,Tr Central Interior Highlands Dry Acidic Glade and Barrens,Tree,670,Conifer-Hardwood,Glades and Barrens,SRM 803: Missouri Glades,,,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255,153,0,1,0.6,0
,3364,1330098,3364,Ozark-Ouachita Dry Oak Woodland,2364,Tr Ozark-Ouachita Dry Oak Woodland,Tree,662,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,500,Oak/Hickory Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
,3365,17460562,3365,Boreal White Spruce-Fir Forest,2365,Tr Boreal White Spruce-Fir Forest,Tree,693,Conifer,Spruce-Fir-Hardwood Forest,SAF 5: Balsam Fir,120,Spruce/Fir Group,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,182,250,227,0.713725,0.980392,0.890196
,3366,15392308,3366,Laurentian-Acadian Pine-Hemlock Forest,2366,Tr Laurentian-Acadian Pine-Hemlock Forest,Tree,685,Conifer,Pine-Hemlock-Hardwood Forest,SAF 24: Hemlock-Yellow Birch,100,White/Red/Jack Pine Group,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,92,0,0,0.360784,0
,3367,12065135,3367,Ozark-Ouachita Shortleaf Pine Forest and Woodland,2367,Tr Ozark-Ouachita Shortleaf Pine Forest and Woodland,Tree,690,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
,3368,10917938,3368,Southern Piedmont Dry Pine Forest,2368,Tr Southern Piedmont Dry Pine Forest,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,500,Oak/Hickory Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,159,255,128,0.623529,1,0.501961
,3369,4977260,3369,Central Appalachian Dry Pine Forest,2369,Tr Central Appalachian Dry Pine Forest,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,500,Oak/Hickory Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,13,69,133,0.05098,0.270588,0.521569
,3370,10581460,3370,Appalachian Hemlock Forest,2370,Tr Appalachian Hemlock Forest,Tree,685,Conifer,Pine-Hemlock-Hardwood Forest,SAF 60: Sugar Maple-Beech,800,Maple/Beech/Birch Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,0,38,115,0,0.14902,0.45098
,3371,14464819,3371,West Gulf Coastal Plain Pine Forest,2371,Tr West Gulf Coastal Plain Pine Forest,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 82: Loblolly Pine-Hardwood,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145,255,115,0.568627,1,0.45098
,3372,3862260,3372,East Gulf Coastal Plain Interior Shortleaf Pine Forest,2372,Tr East Gulf Coastal Plain Interior Shortleaf Pine Forest,Tree,690,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
,3373,20574984,3373,Acadian Low-Elevation Spruce-Fir Forest,2373,Tr Acadian Low-Elevation Spruce-Fir Forest,Tree,693,Conifer-Hardwood,Spruce-Fir-Hardwood Forest,SAF 33: Red Spruce-Balsam Fir,120,Spruce/Fir Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,186,54,14,0.729412,0.211765,0.054902
,3374,11848346,3374,Acadian-Appalachian Montane Spruce-Fir Forest,2374,Tr Acadian-Appalachian Montane Spruce-Fir Forest,Tree,693,Conifer-Hardwood,Spruce-Fir-Hardwood Forest,SAF 33: Red Spruce-Balsam Fir,120,Spruce/Fir Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,186,54,14,0.729412,0.211765,0.054902
,3375,350981,3375,Eastern Serpentine Woodland,2375,Tr Eastern Serpentine Woodland,Tree,670,Conifer-Hardwood,Glades and Barrens,SAF 46: Eastern Redcedar,400,Oak/Pine Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,38,115,0,0.14902,0.45098
,3376,7538592,3376,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,2376,Tr Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Tree,660,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,500,Oak/Hickory Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
,3377,864272,3377,Central Appalachian Rocky Pine Woodland,2377,Tr Central Appalachian Rocky Pine Woodland,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,500,Oak/Hickory Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,13,69,133,0.05098,0.270588,0.521569
,3378,958222,3378,West Gulf Coastal Plain Sandhill Shortleaf Pine Forest and Woodland,2378,Tr West Gulf Coastal Plain Sandhill Shortleaf Pine Forest and Woodland,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 76: Shortleaf Pine-Oak,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
,3379,322785,3379,Northern Atlantic Coastal Plain Maritime Forest,2379,Tr Northern Atlantic Coastal Plain Maritime Forest,Tree,679,Hardwood,Maritime Forest,SAF 81: Loblolly Pine,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145,255,115,0.568627,1,0.45098
,3380,244408,3380,East Gulf Coastal Plain Maritime Forest,2380,Tr East Gulf Coastal Plain Maritime Forest,Tree,679,Hardwood,Maritime Forest,SAF 74: Cabbage Palmetto,980,Tropical Hardwoods Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,107,209,206,0.419608,0.819608,0.807843
,3381,144066,3381,Lower Mississippi River Dune Woodland and Forest,2381,Tr Lower Mississippi River Dune Woodland and Forest,Tree,662,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,500,Oak/Hickory Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
,3382,589100,3382,Southern Atlantic Coastal Plain Maritime Forest,2382,Tr Southern Atlantic Coastal Plain Maritime Forest,Tree,679,Hardwood,Maritime Forest,SAF 74: Cabbage Palmetto,980,Tropical Hardwoods Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,107,209,206,0.419608,0.819608,0.807843
,3383,24272363,3383,Edwards Plateau Limestone Woodland,2383,Tr Edwards Plateau Limestone Savanna and Woodland,Tree,662,Hardwood,Post Oak Woodland and Savanna,SRM 733: Juniper-Oak,180,Pinyon/Juniper Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,34,109,153,0.133333,0.427451,0.6
,3384,18773,3384,Mississippi Delta Maritime Forest,2384,Tr Mississippi Delta Maritime Forest,Tree,679,Hardwood,Maritime Forest,SAF 89: Live Oak,920,Western Oak Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145,255,115,0.568627,1,0.45098
,3385,5030602,3385,Western Great Plains Wooded Draw and Ravine,2385,Tr Western Great Plains Wooded Draw and Ravine,Tree,635,Riparian,Western Riparian Woodland and Shrubland,LF 41: Deciduous Shrubland,910,Alder/Maple Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,128,97,69,0.501961,0.380392,0.270588
,3386,39840,3386,Acadian-Appalachian Alpine Tundra,2386,Sh Acadian-Appalachian Alpine Tundra,Shrub,651,Shrubland,Alpine-Subalpine Barrens,LF 55: Appalachian Grass and Shrub Balds,51,Alpine-Subalpine Barrens,Shrub-dominated,Dwarf-shrubland,Mixed evergreen-deciduous dwarf-shrubland,82,52,34,0.321569,0.203922,0.133333
,3387,334711,3387,Florida Peninsula Inland Scrub Shrubland,2387,Tr Florida Peninsula Inland Scrub,Shrub,691,Shrubland,Southern Scrub Oak,SAF 72: Southern Scrub Oak,500,Oak/Hickory Group,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,145,255,115,0.568627,1,0.45098
,3389,28221,3389,Acadian-Appalachian Subalpine Woodland,2389,Tr Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Tree,651,Shrubland,Alpine-Subalpine Barrens,LF 55: Appalachian Grass and Shrub Balds,51,Alpine-Subalpine Barrens,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,82,52,34,0.321569,0.203922,0.133333
,3390,1822636,3390,Tamaulipan Mixed Deciduous Thornscrub,2390,Sh Tamaulipan Mixed Deciduous Thornscrub,Shrub,613,Shrubland,Desert Scrub,SRM 728: Mesquite-Ganjeno-Acacia,51,Desert Scrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,82,52,34,0.321569,0.203922,0.133333
,3391,3733437,3391,Tamaulipan Mesquite Upland Tree,2391,Tr Tamaulipan Mesquite Upland Scrub,Tree,624,Shrubland,Mesquite Woodland and Scrub,SRM 728: Mesquite-Ganjeno-Acacia,51,Mesquite Woodland and Scrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,82,52,34,0.321569,0.203922,0.133333
,3392,5426215,3392,Tamaulipan Calcareous Thornscrub,2392,Sh Tamaulipan Calcareous Thornscrub,Shrub,613,Shrubland,Desert Scrub,SRM 728: Mesquite-Ganjeno-Acacia,51,Desert Scrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,82,52,34,0.321569,0.203922,0.133333
,3393,41181110,3393,Edwards Plateau Limestone Shrubland,2393,Sh Edwards Plateau Limestone Shrubland,Shrub,696,Conifer-Hardwood,Juniper-Oak,SRM 733: Juniper-Oak,,,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,34,109,153,0.133333,0.427451,0.6
,3394,626118,3394,North-Central Interior Oak Savanna,2394,Tr North-Central Interior Oak Savanna,Tree,659,Hardwood,Bur Oak Woodland and Savanna,SAF 42: Bur Oak,500,Oak/Hickory Group,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy,6,53,122,0.023529,0.207843,0.478431
,3395,1209150,3395,North-Central Oak Barrens Woodland,2395,Tr North-Central Oak Barrens,Tree,663,Hardwood,Black Oak Woodland and Savanna,SAF 14: Northern Pin Oak,400,Oak/Pine Group,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy,44,127,163,0.172549,0.498039,0.639216
,3396,20407025,3396,Gulf and Atlantic Coastal Plain Tidal Marsh Herbaceous,2490,Sh Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Herb,653,Riparian,Atlantic Coastal Marsh,SRM 818: Florida Salt Marsh,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
,3397,386623,3397,Nashville Basin Limestone Glade and Woodland,2397,Tr Nashville Basin Limestone Glade and Woodland,Tree,670,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,,,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,82,52,34,0.321569,0.203922,0.133333
,3398,16482,3398,Cumberland Sandstone Glade and Barrens,2398,Tr Cumberland Sandstone Glade and Barrens,Tree,670,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,,,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,82,52,34,0.321569,0.203922,0.133333
,3399,17699,3399,Northern Atlantic Coastal Plain Grassland,2522,Tr Northern Atlantic Coastal Plain Heathland,Herb,674,Shrubland,Heathland and Grassland,LF 49: Atlantic Coastal Plain Shrubland,51,Heathland and Grassland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,240,165,46,0.941176,0.647059,0.180392
,3400,944933,3400,Central Appalachian Alkaline Glade and Woodland,2400,Tr Central Appalachian Alkaline Glade and Woodland,Tree,670,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,,,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,82,52,34,0.321569,0.203922,0.133333
,3401,3031084,3401,Central Interior Highlands Calcareous Glade and Barrens Woodland,2401,Tr Central Interior Highlands Calcareous Glade and Barrens,Tree,670,Conifer-Hardwood,Glades and Barrens,SRM 803: Missouri Glades,,,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,255,153,0,1,0.6,0
,3402,1459905,3402,Laurentian-Acadian Swamp Shrubland,2526,Tr Laurentian-Acadian Swamp Systems,Shrub,694,Riparian,Atlantic Swamp Forests,SAF 33: Red Spruce-Balsam Fir,120,Spruce/Fir Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous open tree canopy,186,54,14,0.729412,0.211765,0.054902
,3403,36505,3403,West Gulf Coastal Plain Catahoula Barrens,2403,Tr West Gulf Coastal Plain Catahoula Barrens,Tree,670,Conifer-Hardwood,Glades and Barrens,SAF 71: Longleaf Pine-Scrub Oak,140,Longleaf/Slash Pine Group,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,116,214,204,0.454902,0.839216,0.8
,3405,632,3405,West Gulf Coastal Plain Nepheline Syenite Glade,2405,Tr West Gulf Coastal Plain Nepheline Syenite Glade,Tree,670,Conifer-Hardwood,Glades and Barrens,SRM 732: Cross Timbers-Texas Little Bluestem-Post Oak,500,Oak/Hickory Group,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,255,153,0,1,0.6,0
,3406,34489070,3406,Southern Piedmont Dry Oak Forest,2406,Tr Southern Piedmont Dry Oak Forest,Tree,664,Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,500,Oak/Hickory Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,159,255,128,0.623529,1,0.501961
,3407,4235747,3407,Laurentian Pine Barrens,2407,Tr Laurentian Pine Barrens,Tree,676,Conifer,Jack Pine Forest,SAF 15: Red Pine,100,White/Red/Jack Pine Group,Tree-dominated,Sparse tree canopy,Evergreen closed tree canopy,174,245,224,0.682353,0.960784,0.878431
,3408,35725,3408,Alabama Ketona Glade and Woodland,2408,Tr Alabama Ketona Glade and Woodland,Tree,670,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,,,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,82,52,34,0.321569,0.203922,0.133333
,3409,51783,3409,Great Lakes Alvar Shrubland,2409,Sh Great Lakes Alvar Shrubland,Shrub,671,Shrubland,Great Lakes Alvar,SAF 37: Northern White-Cedar,120,Spruce/Fir Group,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,216,216,191,0.847059,0.847059,0.74902
,3410,840744,3410,Llano Uplift Acidic Forest and Woodland,2410,"Tr Llano Uplift Acidic Forest, Woodland, and Glade",Tree,670,Conifer-Hardwood,Glades and Barrens,SRM 733: Juniper-Oak,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,34,109,153,0.133333,0.427451,0.6
,3411,22374,3411,Great Lakes Wet-Mesic Lakeplain Prairie,2411,He Great Lakes Wet-Mesic Lakeplain Prairie,Herb,675,Riparian,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,92,38,1,0.360784,0.14902
,3412,1251950,3412,North-Central Interior Sand and Gravel Tallgrass Prairie,2412,Sh North-Central Interior Sand and Gravel Tallgrass Prairie,Herb,649,Grassland,Tallgrass Prairie,SRM 601: Bluestem Prairie,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,137,64,1,0.537255,0.25098
,3413,110998,3413,Bluegrass Savanna and Woodland,2413,He Bluegrass Savanna and Woodland,Herb,688,Grassland,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,82,52,34,0.321569,0.203922,0.133333
,3414,12846,3414,Southern Appalachian Shrub Bald,2414,Sh Southern Appalachian Grass and Shrub Bald,Shrub,670,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,82,52,34,0.321569,0.203922,0.133333
,3415,495145,3415,Arkansas Valley Prairie and Woodland,2415,He Arkansas Valley Prairie and Woodland,Herb,688,Grassland,Prairies and Barrens,SRM 732: Cross Timbers-Texas Little Bluestem-Post Oak,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
,3416,29222,3416,Western Highland Rim Prairie and Barrens,2416,He Western Highland Rim Prairie and Barrens,Herb,688,Grassland,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,82,52,34,0.321569,0.203922,0.133333
,3417,3448,3417,Eastern Highland Rim Prairie and Barrens,2417,He Eastern Highland Rim Prairie and Barrens,Herb,688,Grassland,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,82,52,34,0.321569,0.203922,0.133333
