Rowid_,VALUE,COUNT,VALUE_1,CLASSNAME,EVT_FUEL,EVT_FUEL_N,EVT_LF,EVT_GP,EVT_PHYS,EVT_GP_N,SAF_SRM,FOR_GRP_ID,FOR_GRP_N,EVT_ORDER,EVT_CLASS,EVT_SBCLS,R,G,B,RED,GREEN,BLUE
,3418,44243,3418,Pennyroyal Karst Plain Prairie and Barrens,2418,He Pennyroyal Karst Plain Prairie and Barrens,Herb,688,Grassland,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,82,52,34,0.321569,0.203922,0.133333
,3419,150263,3419,Southern Ridge and Valley Patch Prairie,2419,He Southern Ridge and Valley Patch Prairie,Herb,688,Grassland,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,82,52,34,0.321569,0.203922,0.133333
,3420,2654386,3420,Northern Tallgrass Prairie,2420,He Northern Tallgrass Prairie,Herb,649,Grassland,Tallgrass Prairie,SRM 601: Bluestem Prairie,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,137,64,1,0.537255,0.25098
,3421,13820324,3421,Central Tallgrass Prairie,2421,He Central Tallgrass Prairie,Herb,649,Grassland,Tallgrass Prairie,SRM 601: Bluestem Prairie,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,137,64,1,0.537255,0.25098
,3422,436237,3422,Texas Blackland Tallgrass Prairie,2422,He Texas Blackland Tallgrass Prairie,Herb,649,Grassland,Tallgrass Prairie,SRM 717: Little Bluestem-Indiangrass-Texas Wintergrass,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,148,71,1,0.580392,0.278431
,3423,17954914,3423,Southeastern Great Plains Tallgrass Prairie,2423,He Southeastern Great Plains Tallgrass Prairie,Herb,649,Grassland,Tallgrass Prairie,SRM 710: Bluestem Prairie,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,137,64,1,0.537255,0.25098
,3425,1100077,3425,Florida Dry Prairie Grassland,2425,Sh Florida Dry Prairie,Herb,688,Grassland,Prairies and Barrens,SRM 814: Cabbage Palms Flatwoods,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,116,214,204,0.454902,0.839216,0.8
,3426,9108,3426,Southern Atlantic Coastal Plain Dune and Maritime Grassland,2426,He Southern Atlantic Coastal Plain Dune and Maritime Grassland,Herb,654,Grassland,Atlantic Dunes and Grasslands,SRM 723: Sea Oats,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
,3428,35546,3428,West Gulf Coastal Plain Northern Calcareous Prairie,2428,He West Gulf Coastal Plain Northern Calcareous Prairie,Herb,688,Grassland,Prairies and Barrens,SRM 717: Little Bluestem-Indiangrass-Texas Wintergrass,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,148,71,1,0.580392,0.278431
,3429,526748,3429,West Gulf Coastal Plain Southern Calcareous Prairie,2429,He West Gulf Coastal Plain Southern Calcareous Prairie,Herb,688,Grassland,Prairies and Barrens,SRM 717: Little Bluestem-Indiangrass-Texas Wintergrass,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,148,71,1,0.580392,0.278431
,3430,199914,3430,Southern Coastal Plain Blackland Prairie,2430,Tr Southern Coastal Plain Blackland Prairie and Woodland,Herb,688,Grassland,Prairies and Barrens,SAF 46: Eastern Redcedar,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,0,38,115,0,0.14902,0.45098
,3433,92513,3433,East Gulf Coastal Plain Jackson Prairie,2433,Tr East Gulf Coastal Plain Jackson Prairie and Woodland,Herb,688,Grassland,Prairies and Barrens,SRM 717: Little Bluestem-Indiangrass-Texas Wintergrass,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,148,71,1,0.580392,0.278431
,3434,237137,3434,Texas-Louisiana Coastal Prairie,2434,He Texas-Louisiana Coastal Prairie,Herb,675,Riparian,Inland Marshes and Prairies,SRM 711: Bluestem-Sacahuista Prairie,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,137,64,1,0.537255,0.25098
,3435,4660,3435,East Gulf Coastal Plain Dune and Coastal Grassland,2435,He East Gulf Coastal Plain Dune and Coastal Grassland,Herb,654,Grassland,Atlantic Dunes and Grasslands,SRM 723: Sea Oats,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
,3436,694219,3436,Northern Atlantic Coastal Plain Dune and Swale Shrubland,2436,Sh Northern Atlantic Coastal Plain Dune and Swale,Shrub,654,Grassland,Atlantic Dunes and Grasslands,LF 57: Dunes and Maritime Grasslands,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,98,41,1,0.384314,0.160784
,3437,504457,3437,Central and Upper Texas Coast Dune and Coastal Grassland,2437,He Central and Upper Texas Coast Dune and Coastal Grassland,Herb,654,Grassland,Atlantic Dunes and Grasslands,SRM 723: Sea Oats,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
,3438,5953979,3438,Tamaulipan Savanna Grassland,2438,He Tamaulipan Savanna Grassland,Herb,617,Grassland,Grassland,SRM 728: Mesquite-Ganjeno-Acacia,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,82,52,34,0.321569,0.203922,0.133333
,3439,175781,3439,South Texas Lomas,2439,He South Texas Lomas,Herb,617,Grassland,Grassland,SRM 726: Cordgrass,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,171,87,1,0.670588,0.341176
,3440,46275,3440,Tamaulipan Clay Grassland,2440,He Tamaulipan Clay Grassland,Herb,617,Grassland,Grassland,SRM 723: Sea Oats,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
,3442,3849602,3442,South Texas Sand Sheet Grassland,2442,He South Texas Sand Sheet Grassland,Herb,617,Grassland,Grassland,SRM 719: Mesquite-Live Oak-Seacoast Bluestem,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,121,54,1,0.47451,0.211765
,3443,398485,3443,South Texas Dune and Coastal Grassland,2443,He South Texas Dune and Coastal Grassland,Herb,654,Grassland,Atlantic Dunes and Grasslands,SRM 723: Sea Oats,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
,3444,659579,3444,Eastern Boreal Floodplain Woodland,2444,Tr Eastern Boreal Floodplain,Tree,676,Conifer,Jack Pine Forest,SAF 1: Jack Pine,100,White/Red/Jack Pine Group,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,174,245,224,0.682353,0.960784,0.878431
,3446,3795081,3446,South Florida Pine Flatwoods,2446,Tr South Florida Pine Flatwoods,Tree,684,Conifer,Pine Flatwoods,SRM 811: South Florida Flatwoods,,,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
,3447,259450,3447,South Florida Cypress Dome,2447,Tr South Florida Cypress Dome,Tree,657,Hardwood,Cypress,SAF 100: Pond Cypress,600,Oak/Gum/Cypress Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,91,195,199,0.356863,0.764706,0.780392
,3448,1842345,3448,Southern Piedmont Dry Oak-Pine Forest,2448,Tr Southern Piedmont Dry Oak-Pine Forest,Tree,664,Hardwood-Conifer,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,500,Oak/Hickory Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,159,255,128,0.623529,1,0.501961
,3449,5465103,3449,Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,2449,Tr Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 98 : Pond Pine,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
,3450,2454538,3450,Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,2450,Tr Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,140,Longleaf/Slash Pine Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
,3451,9790330,3451,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,2451,Tr West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,140,Longleaf/Slash Pine Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
,3452,616104,3452,Atlantic Coastal Plain Peatland Pocosin and Canebrake Woodland,2452,Tr Atlantic Coastal Plain Peatland Pocosin and Canebrake,Tree,687,Shrubland,Pocosin,LF 48: Pocosin,51,Pocosin,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,91,195,199,0.356863,0.764706,0.780392
,3453,11344190,3453,Central Florida Pine Flatwoods,2453,Tr Central Florida Pine Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,140,Longleaf/Slash Pine Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
,3454,5167819,3454,East Gulf Coastal Plain Near-Coast Pine Flatwoods,2454,Tr East Gulf Coastal Plain Near-Coast Pine Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,140,Longleaf/Slash Pine Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
,3455,401652,3455,East Gulf Coastal Plain Southern Loblolly Flatwoods,2455,Tr East Gulf Coastal Plain Southern Loblolly Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,600,Oak/Gum/Cypress Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,100,204,206,0.392157,0.8,0.807843
,3456,357182,3456,Northern Atlantic Coastal Plain Pitch Pine Lowland,2456,Tr Northern Atlantic Coastal Plain Pitch Pine Lowland,Tree,686,Conifer,Pitch Pine Woodlands,SAF 45: Pitch Pine,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
,3457,35629,3457,South-Central Interior/Upper Coastal Plain Wet Flatwoods,2457,Tr South-Central Interior/Upper Coastal Plain Wet Flatwoods,Tree,673,Hardwood,Hardwood Flatwoods,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,600,Oak/Gum/Cypress Group,Tree-dominated,Open tree canopy,Deciduous open tree canopy,145,255,115,0.568627,1,0.45098
,3458,861169,3458,West Gulf Coastal Plain Pine Flatwoods,2458,Tr West Gulf Coastal Plain Pine Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 82: Loblolly Pine-Hardwood,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.568627,1,0.45098
,3459,139417,3459,Atlantic Coastal Plain Clay-Based Carolina Bay Wetland,2459,Tr Atlantic Coastal Plain Clay-Based Carolina Bay Wetland,Tree,657,Hardwood,Cypress,SAF 100: Pond Cypress,600,Oak/Gum/Cypress Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,91,195,199,0.356863,0.764706,0.780392
,3460,3811902,3460,Southern Coastal Plain Nonriverine Cypress Dome Woodland,2460,Tr Southern Coastal Plain Nonriverine Cypress Dome,Tree,657,Hardwood,Cypress,SAF 100: Pond Cypress,600,Oak/Gum/Cypress Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,91,195,199,0.356863,0.764706,0.780392
,3461,11321122,3461,Southern Coastal Plain Seepage Swamp and Baygall Woodland,2461,Tr Southern Coastal Plain Seepage Swamp and Baygall,Tree,694,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,600,Oak/Gum/Cypress Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,216,216,191,0.847059,0.847059,0.74902
,3462,14996,3462,West Gulf Coastal Plain Seepage Swamp and Baygall,2462,Tr West Gulf Coastal Plain Seepage Swamp and Baygall,Tree,694,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,600,Oak/Gum/Cypress Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,216,216,191,0.847059,0.847059,0.74902
,3463,30322704,3463,Central Appalachian Dry Oak Forest,2463,Tr Central Appalachian Dry Oak Forest,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,500,Oak/Hickory Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,13,69,133,0.05098,0.270588,0.521569
,3464,601,3464,Acadian Near-Boreal Spruce Barrens,2464,Acadian Near-Boreal Spruce Barrens,Tree,692,Conifer,Spruce Flats and Barrens,SAF 13: Black Spruce-Tamarack,120,Spruce/Fir Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,186,163,119,0.729412,0.639216,0.466667
,3466,178745,3466,Great Lakes Wooded Dune and Swale,2466,Tr Great Lakes Wooded Dune and Swale,Tree,675,Riparian,Inland Marshes and Prairies,SAF 1: Jack Pine,100,White/Red/Jack Pine Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,174,245,224,0.682353,0.960784,0.878431
,3467,1282546,3467,Tamaulipan Floodplain Forest,2467,Tr Tamaulipan Floodplain Forest,Tree,666,Riparian,Eastern Floodplain Forests,LF 42: Great Plains Riparian,700,Elm/Ash/Cottonwood Group,Tree-dominated,Open tree canopy,Deciduous open tree canopy,6,53,122,0.023529,0.207843,0.478431
,3468,2921284,3468,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,2468,Tr Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,Tree,694,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,600,Oak/Gum/Cypress Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,216,216,191,0.847059,0.847059,0.74902
,3469,7879211,3469,Eastern Great Plains Floodplain Woodland,2469,Tr Eastern Great Plains Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,LF 42: Great Plains Riparian,700,Elm/Ash/Cottonwood Group,Tree-dominated,Open tree canopy,Deciduous open tree canopy,6,53,122,0.023529,0.207843,0.478431
,3470,2285361,3470,Caribbean Coastal Wetland Systems,2470,Tr Caribbean Coastal Wetland Systems,Tree,678,Riparian,Mangrove,SAF 106: Mangrove,980,Tropical Hardwoods Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,91,195,199,0.356863,0.764706,0.780392
,3471,17198503,3471,Central Interior and Appalachian Floodplain Forest,2471,Tr Central Interior and Appalachian Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,700,Elm/Ash/Cottonwood Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0,0.360784,0
,3472,7994515,3472,Central Interior and Appalachian Riparian Forest,2472,Tr Central Interior and Appalachian Riparian Systems,Tree,668,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,700,Elm/Ash/Cottonwood Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0,0.360784,0
,3473,77075097,3473,Gulf and Atlantic Coastal Plain Floodplain Forest,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,600,Oak/Gum/Cypress Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.568627,1,0.45098
,3474,33138283,3474,Gulf and Atlantic Coastal Plain Small Stream Riparian Woodland,2474,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Tree,668,Riparian,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,600,Oak/Gum/Cypress Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.568627,1,0.45098
,3475,2622638,3475,Laurentian-Acadian Floodplain Forest,2475,Tr Laurentian-Acadian Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,SAF 39: Black Ash-American Elm-Red Maple,700,Elm/Ash/Cottonwood Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,50,137,168,0.196078,0.537255,0.658824
,3476,403929,3476,Tamaulipan Riparian Woodland,2476,Tr Tamaulipan Riparian Systems,Tree,668,Riparian,Eastern Small Stream Riparian Forests,LF 42: Great Plains Riparian,700,Elm/Ash/Cottonwood Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,6,53,122,0.023529,0.207843,0.478431
,3477,21311410,3477,Boreal Acidic Peatland Forest,2477,Tr Boreal Acidic Peatland Systems,Tree,683,Riparian,Peatland Forests,SAF 13: Black Spruce-Tamarack,120,Spruce/Fir Group,Shrub-dominated,Shrubland,Mixed evergreen-deciduous open tree canopy,186,163,119,0.729412,0.639216,0.466667
,3478,1093981,3478,Caribbean Forested Swamp,2478,Tr Caribbean Swamp System,Tree,694,Riparian,Atlantic Swamp Forests,SAF 100: Pond Cypress,600,Oak/Gum/Cypress Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,91,195,199,0.356863,0.764706,0.780392
,3479,11653534,3479,Central Interior and Appalachian Swamp Forest,2479,Tr Central Interior and Appalachian Swamp Systems,Tree,694,Riparian,Atlantic Swamp Forests,SAF 61: River Birch-Sycamore,700,Elm/Ash/Cottonwood Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0,0.360784,0
,3480,22892371,3480,Gulf and Atlantic Coastal Plain Swamp Systems,2480,Tr Gulf and Atlantic Coastal Plain Swamp Systems,Tree,694,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,600,Oak/Gum/Cypress Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,216,216,191,0.847059,0.847059,0.74902
,3481,19221737,3481,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp Forest,2481,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Tree,694,Riparian,Atlantic Swamp Forests,SAF 39: Black Ash-American Elm-Red Maple,700,Elm/Ash/Cottonwood Group,Shrub-dominated,Shrubland,Mixed evergreen-deciduous open tree canopy,50,137,168,0.196078,0.537255,0.658824
,3482,1666265,3482,Great Plains Prairie Pothole,2482,He Great Plains Prairie Pothole,Herb,650,Riparian,Depressional Wetland,LF 43: Great Plains Herbaceous Wetland,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,91,195,199,0.356863,0.764706,0.780392
,3483,6313925,3483,South Florida Everglades Sawgrass Marsh,2483,Tr South Florida Everglades Sawgrass Marsh,Herb,653,Riparian,Atlantic Coastal Marsh,SRM 818: Florida Salt Marsh,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
,3485,294722,3485,East Gulf Coastal Plain Savanna and Wet Prairie,2485,Tr East Gulf Coastal Plain Savanna and Wet Prairie,Herb,675,Riparian,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
,3486,1071051,3486,Texas Saline Coastal Prairie,2486,He Texas Saline Coastal Prairie,Herb,675,Riparian,Inland Marshes and Prairies,SRM 806: Gulf Coast Salt Marsh,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
,3488,7805110,3488,Eastern Great Plains Wet Meadow-Prairie-Marsh,2488,He Eastern Great Plains Wet Meadow-Prairie-Marsh,Herb,650,Riparian,Depressional Wetland,LF 43: Great Plains Herbaceous Wetland,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,91,195,199,0.356863,0.764706,0.780392
,3489,2206707,3489,Floridian Highlands Freshwater Marsh Herbaceous,2489,Tr Floridian Highlands Freshwater Marsh,Herb,675,Riparian,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
,3490,2580694,3490,Gulf and Atlantic Coastal Plain Tidal Marsh Shrubland,2490,Sh Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Shrub,653,Riparian,Atlantic Coastal Marsh,SRM 818: Florida Salt Marsh,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
