FromStratumID,FromSecondaryStratumID,FromStateClassID,FromAgeMin,FromStockTypeID,ToAgeMin,ToStockTypeID,StateAttributeTypeID,FlowTypeID,Multiplier
NA,NA,Forest: Redwood Group,163,Atmosphere,163,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2457
NA,NA,Forest: Redwood Group,163,Atmosphere,163,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.197
NA,NA,Forest: Redwood Group,163,Atmosphere,163,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2302
NA,NA,Forest: Redwood Group,163,Atmosphere,163,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.2008
NA,NA,Forest: Redwood Group,164,Atmosphere,164,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1265
NA,NA,Forest: Redwood Group,164,Atmosphere,164,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2464
NA,NA,Forest: Redwood Group,164,Atmosphere,164,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1969
NA,NA,Forest: Redwood Group,164,Atmosphere,164,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2296
NA,NA,Forest: Redwood Group,164,Atmosphere,164,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.2006
NA,NA,Forest: Redwood Group,165,Atmosphere,165,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1266
NA,NA,Forest: Redwood Group,165,Atmosphere,165,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2471
NA,NA,Forest: Redwood Group,165,Atmosphere,165,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1968
NA,NA,Forest: Redwood Group,165,Atmosphere,165,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2291
NA,NA,Forest: Redwood Group,165,Atmosphere,165,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.2004
NA,NA,Forest: Redwood Group,166,Atmosphere,166,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1266
NA,NA,Forest: Redwood Group,166,Atmosphere,166,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2478
NA,NA,Forest: Redwood Group,166,Atmosphere,166,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1968
NA,NA,Forest: Redwood Group,166,Atmosphere,166,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2284
NA,NA,Forest: Redwood Group,166,Atmosphere,166,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.2003
NA,NA,Forest: Redwood Group,167,Atmosphere,167,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1267
NA,NA,Forest: Redwood Group,167,Atmosphere,167,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2485
NA,NA,Forest: Redwood Group,167,Atmosphere,167,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1967
NA,NA,Forest: Redwood Group,167,Atmosphere,167,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.228
NA,NA,Forest: Redwood Group,167,Atmosphere,167,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.2001
NA,NA,Forest: Redwood Group,168,Atmosphere,168,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1267
NA,NA,Forest: Redwood Group,168,Atmosphere,168,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2492
NA,NA,Forest: Redwood Group,168,Atmosphere,168,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1966
NA,NA,Forest: Redwood Group,168,Atmosphere,168,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2274
NA,NA,Forest: Redwood Group,168,Atmosphere,168,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.2
NA,NA,Forest: Redwood Group,169,Atmosphere,169,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1268
NA,NA,Forest: Redwood Group,169,Atmosphere,169,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2499
NA,NA,Forest: Redwood Group,169,Atmosphere,169,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1966
NA,NA,Forest: Redwood Group,169,Atmosphere,169,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2269
NA,NA,Forest: Redwood Group,169,Atmosphere,169,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1998
NA,NA,Forest: Redwood Group,170,Atmosphere,170,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1269
NA,NA,Forest: Redwood Group,170,Atmosphere,170,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2506
NA,NA,Forest: Redwood Group,170,Atmosphere,170,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1965
NA,NA,Forest: Redwood Group,170,Atmosphere,170,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2264
NA,NA,Forest: Redwood Group,170,Atmosphere,170,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1997
NA,NA,Forest: Redwood Group,171,Atmosphere,171,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1269
NA,NA,Forest: Redwood Group,171,Atmosphere,171,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2513
NA,NA,Forest: Redwood Group,171,Atmosphere,171,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1965
NA,NA,Forest: Redwood Group,171,Atmosphere,171,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2258
NA,NA,Forest: Redwood Group,171,Atmosphere,171,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1995
NA,NA,Forest: Redwood Group,172,Atmosphere,172,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.127
NA,NA,Forest: Redwood Group,172,Atmosphere,172,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.252
NA,NA,Forest: Redwood Group,172,Atmosphere,172,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1964
NA,NA,Forest: Redwood Group,172,Atmosphere,172,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2253
NA,NA,Forest: Redwood Group,172,Atmosphere,172,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1994
NA,NA,Forest: Redwood Group,173,Atmosphere,173,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.127
NA,NA,Forest: Redwood Group,173,Atmosphere,173,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2527
NA,NA,Forest: Redwood Group,173,Atmosphere,173,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1964
NA,NA,Forest: Redwood Group,173,Atmosphere,173,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2247
NA,NA,Forest: Redwood Group,173,Atmosphere,173,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1993
NA,NA,Forest: Redwood Group,174,Atmosphere,174,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1271
NA,NA,Forest: Redwood Group,174,Atmosphere,174,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2533
NA,NA,Forest: Redwood Group,174,Atmosphere,174,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1963
NA,NA,Forest: Redwood Group,174,Atmosphere,174,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2242
NA,NA,Forest: Redwood Group,174,Atmosphere,174,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1991
NA,NA,Forest: Redwood Group,175,Atmosphere,175,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1271
NA,NA,Forest: Redwood Group,175,Atmosphere,175,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.254
NA,NA,Forest: Redwood Group,175,Atmosphere,175,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1962
NA,NA,Forest: Redwood Group,175,Atmosphere,175,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2237
NA,NA,Forest: Redwood Group,175,Atmosphere,175,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.199
NA,NA,Forest: Redwood Group,176,Atmosphere,176,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1272
NA,NA,Forest: Redwood Group,176,Atmosphere,176,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2547
NA,NA,Forest: Redwood Group,176,Atmosphere,176,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1962
NA,NA,Forest: Redwood Group,176,Atmosphere,176,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2232
NA,NA,Forest: Redwood Group,176,Atmosphere,176,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1988
NA,NA,Forest: Redwood Group,177,Atmosphere,177,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1272
NA,NA,Forest: Redwood Group,177,Atmosphere,177,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2553
NA,NA,Forest: Redwood Group,177,Atmosphere,177,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1961
NA,NA,Forest: Redwood Group,177,Atmosphere,177,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2226
NA,NA,Forest: Redwood Group,177,Atmosphere,177,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1987
NA,NA,Forest: Redwood Group,178,Atmosphere,178,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1273
NA,NA,Forest: Redwood Group,178,Atmosphere,178,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.256
NA,NA,Forest: Redwood Group,178,Atmosphere,178,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1961
NA,NA,Forest: Redwood Group,178,Atmosphere,178,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.222
NA,NA,Forest: Redwood Group,178,Atmosphere,178,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1986
NA,NA,Forest: Redwood Group,179,Atmosphere,179,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1273
NA,NA,Forest: Redwood Group,179,Atmosphere,179,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2566
NA,NA,Forest: Redwood Group,179,Atmosphere,179,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.196
NA,NA,Forest: Redwood Group,179,Atmosphere,179,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2216
NA,NA,Forest: Redwood Group,179,Atmosphere,179,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1985
NA,NA,Forest: Redwood Group,180,Atmosphere,180,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1274
NA,NA,Forest: Redwood Group,180,Atmosphere,180,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2573
NA,NA,Forest: Redwood Group,180,Atmosphere,180,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1959
NA,NA,Forest: Redwood Group,180,Atmosphere,180,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2211
NA,NA,Forest: Redwood Group,180,Atmosphere,180,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1983
NA,NA,Forest: Redwood Group,181,Atmosphere,181,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1274
NA,NA,Forest: Redwood Group,181,Atmosphere,181,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2579
NA,NA,Forest: Redwood Group,181,Atmosphere,181,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1959
NA,NA,Forest: Redwood Group,181,Atmosphere,181,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2205
NA,NA,Forest: Redwood Group,181,Atmosphere,181,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1982
NA,NA,Forest: Redwood Group,182,Atmosphere,182,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1275
NA,NA,Forest: Redwood Group,182,Atmosphere,182,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2586
NA,NA,Forest: Redwood Group,182,Atmosphere,182,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1958
NA,NA,Forest: Redwood Group,182,Atmosphere,182,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.22
NA,NA,Forest: Redwood Group,182,Atmosphere,182,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1981
NA,NA,Forest: Redwood Group,183,Atmosphere,183,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1275
NA,NA,Forest: Redwood Group,183,Atmosphere,183,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2592
NA,NA,Forest: Redwood Group,183,Atmosphere,183,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1958
NA,NA,Forest: Redwood Group,183,Atmosphere,183,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2195
NA,NA,Forest: Redwood Group,183,Atmosphere,183,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.198
NA,NA,Forest: Redwood Group,184,Atmosphere,184,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1276
NA,NA,Forest: Redwood Group,184,Atmosphere,184,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2598
NA,NA,Forest: Redwood Group,184,Atmosphere,184,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1957
NA,NA,Forest: Redwood Group,184,Atmosphere,184,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.219
NA,NA,Forest: Redwood Group,184,Atmosphere,184,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1978
NA,NA,Forest: Redwood Group,185,Atmosphere,185,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1276
NA,NA,Forest: Redwood Group,185,Atmosphere,185,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2604
NA,NA,Forest: Redwood Group,185,Atmosphere,185,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1957
NA,NA,Forest: Redwood Group,185,Atmosphere,185,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2185
NA,NA,Forest: Redwood Group,185,Atmosphere,185,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1977
NA,NA,Forest: Redwood Group,186,Atmosphere,186,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1277
NA,NA,Forest: Redwood Group,186,Atmosphere,186,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2611
NA,NA,Forest: Redwood Group,186,Atmosphere,186,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1956
NA,NA,Forest: Redwood Group,186,Atmosphere,186,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.218
NA,NA,Forest: Redwood Group,186,Atmosphere,186,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1976
NA,NA,Forest: Redwood Group,187,Atmosphere,187,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1277
NA,NA,Forest: Redwood Group,187,Atmosphere,187,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2617
NA,NA,Forest: Redwood Group,187,Atmosphere,187,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1956
NA,NA,Forest: Redwood Group,187,Atmosphere,187,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2175
NA,NA,Forest: Redwood Group,187,Atmosphere,187,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1975
NA,NA,Forest: Redwood Group,188,Atmosphere,188,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1278
NA,NA,Forest: Redwood Group,188,Atmosphere,188,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2623
NA,NA,Forest: Redwood Group,188,Atmosphere,188,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1955
NA,NA,Forest: Redwood Group,188,Atmosphere,188,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.217
NA,NA,Forest: Redwood Group,188,Atmosphere,188,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1974
NA,NA,Forest: Redwood Group,189,Atmosphere,189,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1278
NA,NA,Forest: Redwood Group,189,Atmosphere,189,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2629
NA,NA,Forest: Redwood Group,189,Atmosphere,189,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1955
NA,NA,Forest: Redwood Group,189,Atmosphere,189,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2165
NA,NA,Forest: Redwood Group,189,Atmosphere,189,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1973
NA,NA,Forest: Redwood Group,190,Atmosphere,190,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1279
NA,NA,Forest: Redwood Group,190,Atmosphere,190,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2635
NA,NA,Forest: Redwood Group,190,Atmosphere,190,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1954
NA,NA,Forest: Redwood Group,190,Atmosphere,190,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.216
NA,NA,Forest: Redwood Group,190,Atmosphere,190,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1972
NA,NA,Forest: Redwood Group,191,Atmosphere,191,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1279
NA,NA,Forest: Redwood Group,191,Atmosphere,191,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2641
NA,NA,Forest: Redwood Group,191,Atmosphere,191,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1954
NA,NA,Forest: Redwood Group,191,Atmosphere,191,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.21560000000000001
NA,NA,Forest: Redwood Group,191,Atmosphere,191,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1971
NA,NA,Forest: Redwood Group,192,Atmosphere,192,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.128
NA,NA,Forest: Redwood Group,192,Atmosphere,192,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2647
NA,NA,Forest: Redwood Group,192,Atmosphere,192,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1953
NA,NA,Forest: Redwood Group,192,Atmosphere,192,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2151
NA,NA,Forest: Redwood Group,192,Atmosphere,192,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.197
NA,NA,Forest: Redwood Group,193,Atmosphere,193,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.128
NA,NA,Forest: Redwood Group,193,Atmosphere,193,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2653
NA,NA,Forest: Redwood Group,193,Atmosphere,193,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1953
NA,NA,Forest: Redwood Group,193,Atmosphere,193,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2146
NA,NA,Forest: Redwood Group,193,Atmosphere,193,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1968
NA,NA,Forest: Redwood Group,194,Atmosphere,194,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1281
NA,NA,Forest: Redwood Group,194,Atmosphere,194,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2658
NA,NA,Forest: Redwood Group,194,Atmosphere,194,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1952
NA,NA,Forest: Redwood Group,194,Atmosphere,194,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2141
NA,NA,Forest: Redwood Group,194,Atmosphere,194,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1968
NA,NA,Forest: Redwood Group,195,Atmosphere,195,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1281
NA,NA,Forest: Redwood Group,195,Atmosphere,195,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2664
NA,NA,Forest: Redwood Group,195,Atmosphere,195,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1952
NA,NA,Forest: Redwood Group,195,Atmosphere,195,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2136
NA,NA,Forest: Redwood Group,195,Atmosphere,195,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1966
NA,NA,Forest: Redwood Group,196,Atmosphere,196,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1282
NA,NA,Forest: Redwood Group,196,Atmosphere,196,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.267
NA,NA,Forest: Redwood Group,196,Atmosphere,196,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1951
NA,NA,Forest: Redwood Group,196,Atmosphere,196,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2132
NA,NA,Forest: Redwood Group,196,Atmosphere,196,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1966
NA,NA,Forest: Redwood Group,197,Atmosphere,197,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1282
NA,NA,Forest: Redwood Group,197,Atmosphere,197,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2676
NA,NA,Forest: Redwood Group,197,Atmosphere,197,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1951
NA,NA,Forest: Redwood Group,197,Atmosphere,197,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2127
NA,NA,Forest: Redwood Group,197,Atmosphere,197,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1964
NA,NA,Forest: Redwood Group,198,Atmosphere,198,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1282
NA,NA,Forest: Redwood Group,198,Atmosphere,198,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2681
NA,NA,Forest: Redwood Group,198,Atmosphere,198,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1951
NA,NA,Forest: Redwood Group,198,Atmosphere,198,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2122
NA,NA,Forest: Redwood Group,198,Atmosphere,198,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1964
NA,NA,Forest: Redwood Group,199,Atmosphere,199,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1283
NA,NA,Forest: Redwood Group,199,Atmosphere,199,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2687
NA,NA,Forest: Redwood Group,199,Atmosphere,199,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.195
NA,NA,Forest: Redwood Group,199,Atmosphere,199,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2118
NA,NA,Forest: Redwood Group,199,Atmosphere,199,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1963
NA,NA,Forest: Redwood Group,200,Atmosphere,200,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1283
NA,NA,Forest: Redwood Group,200,Atmosphere,200,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2693
NA,NA,Forest: Redwood Group,200,Atmosphere,200,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.195
NA,NA,Forest: Redwood Group,200,Atmosphere,200,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2112
NA,NA,Forest: Redwood Group,200,Atmosphere,200,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1962
NA,NA,Forest: Redwood Group,201,Atmosphere,201,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1284
NA,NA,Forest: Redwood Group,201,Atmosphere,201,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2698
NA,NA,Forest: Redwood Group,201,Atmosphere,201,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1949
NA,NA,Forest: Redwood Group,201,Atmosphere,201,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2108
NA,NA,Forest: Redwood Group,201,Atmosphere,201,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1961
NA,NA,Forest: Redwood Group,202,Atmosphere,202,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1284
NA,NA,Forest: Redwood Group,202,Atmosphere,202,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2703
NA,NA,Forest: Redwood Group,202,Atmosphere,202,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1949
