SecondaryStratumID,Timestep,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD,DistributionMin,DistributionMax
Lake,2041,Management: Forest Clearcut,16.378116966003272,Normal,Iteration and Timestep,47.667322023213266,0,147.40305269402944
Lake,2051,Management: Forest Clearcut,15.569099113675998,Normal,Iteration and Timestep,45.3127342174563,0,140.12189202308397
Lake,2061,Management: Forest Clearcut,13.693376241243131,Normal,Iteration and Timestep,39.853578786330885,0,123.24038617118818
Lake,2071,Management: Forest Clearcut,11.631878899016593,Normal,Iteration and Timestep,33.85374022943906,0,104.68691009114934
Lake,2081,Management: Forest Clearcut,10.71499199971235,Normal,Iteration and Timestep,31.1852073829145,0,96.43492799741115
Lake,2091,Management: Forest Clearcut,8.527647436012682,Normal,Iteration and Timestep,24.819099611793813,0,76.74882692411413
Lassen,2017,Management: Forest Clearcut,573.2940210584351,Normal,Iteration and Timestep,857.7683101595696,0,2336.4435575211696
Lassen,2021,Management: Forest Clearcut,764.8155139660453,Normal,Iteration and Timestep,1144.3247040799133,0,3116.983981446524
Lassen,2031,Management: Forest Clearcut,794.0360402471401,Normal,Iteration and Timestep,1188.0447509135313,0,3236.071409309099
Lassen,2041,Management: Forest Clearcut,868.0401991981735,Normal,Iteration and Timestep,1298.7705216986724,0,3537.6732646567066
Lassen,2051,Management: Forest Clearcut,825.1622530248279,Normal,Iteration and Timestep,1234.6161051493418,0,3362.9254085540156
Lassen,2061,Management: Forest Clearcut,725.7489407858859,Normal,Iteration and Timestep,1085.8729023349676,0,2957.7692681085164
Lassen,2071,Management: Forest Clearcut,616.4895816478795,Normal,Iteration and Timestep,922.3979446092657,0,2512.4858421875842
Lassen,2081,Management: Forest Clearcut,567.8945759847545,Normal,Iteration and Timestep,849.6896058533575,0,2314.4382719378673
Lassen,2091,Management: Forest Clearcut,451.96531410867215,Normal,Iteration and Timestep,676.235072219982,0,1841.9718461787393
Los Angeles,2017,Management: Forest Clearcut,81.12651241392949,Normal,Iteration and Timestep,138.68488769977992,0,486.75907448357697
