StratumID,DistributionTypeID,ExternalVariableTypeID,ExternalVariableMin,ExternalVariableMax,Value,ValueDistributionFrequency,ValueDistributionSD
Mojave Basin and Range,Fire: High Severity,Fire,2003,2003,0,Iteration and Timestep,0
Mojave Basin and Range,Fire: High Severity,Fire,2004,2004,0,Iteration and Timestep,0
Mojave Basin and Range,Fire: High Severity,Fire,2005,2005,100,Iteration and Timestep,50
Mojave Basin and Range,Fire: High Severity,Fire,2006,2006,300,Iteration and Timestep,150
Mojave Basin and Range,Fire: High Severity,Fire,2007,2007,0,Iteration and Timestep,0
Mojave Basin and Range,Fire: High Severity,Fire,2008,2008,100,Iteration and Timestep,50
Mojave Basin and Range,Fire: High Severity,Fire,2009,2009,100,Iteration and Timestep,50
Mojave Basin and Range,Fire: High Severity,Fire,2010,2010,200,Iteration and Timestep,100
Mojave Basin and Range,Fire: High Severity,Fire,2011,2011,300,Iteration and Timestep,150
Mojave Basin and Range,Fire: High Severity,Fire,2012,2012,400,Iteration and Timestep,200
Mojave Basin and Range,Fire: High Severity,Fire,2013,2013,0,Iteration and Timestep,0
Mojave Basin and Range,Fire: High Severity,Fire,2014,2014,0,Iteration and Timestep,0
Mojave Basin and Range,Fire: High Severity,Fire,2015,2015,100,Iteration and Timestep,50
Mojave Basin and Range,Fire: High Severity,Fire,2016,2016,0,Iteration and Timestep,0
Klamath Mountains/California High North Coast Range,Fire: High Severity,Fire,1999,1999,9800,Iteration and Timestep,4900
Klamath Mountains/California High North Coast Range,Fire: High Severity,Fire,2000,2000,400,Iteration and Timestep,200
Klamath Mountains/California High North Coast Range,Fire: High Severity,Fire,2001,2001,2400,Iteration and Timestep,1200
Klamath Mountains/California High North Coast Range,Fire: High Severity,Fire,2002,2002,2800,Iteration and Timestep,1400
Klamath Mountains/California High North Coast Range,Fire: High Severity,Fire,2003,2003,1500,Iteration and Timestep,750
Klamath Mountains/California High North Coast Range,Fire: High Severity,Fire,2004,2004,2500,Iteration and Timestep,1250
Klamath Mountains/California High North Coast Range,Fire: High Severity,Fire,2005,2005,500,Iteration and Timestep,250
Klamath Mountains/California High North Coast Range,Fire: High Severity,Fire,2006,2006,9700,Iteration and Timestep,4850
Klamath Mountains/California High North Coast Range,Fire: High Severity,Fire,2007,2007,1900,Iteration and Timestep,950
Klamath Mountains/California High North Coast Range,Fire: High Severity,Fire,2008,2008,40900,Iteration and Timestep,20450
Klamath Mountains/California High North Coast Range,Fire: High Severity,Fire,2009,2009,8100,Iteration and Timestep,4050
Klamath Mountains/California High North Coast Range,Fire: High Severity,Fire,2010,2010,0,Iteration and Timestep,0
Klamath Mountains/California High North Coast Range,Fire: High Severity,Fire,2011,2011,600,Iteration and Timestep,300
Klamath Mountains/California High North Coast Range,Fire: High Severity,Fire,2012,2012,12800,Iteration and Timestep,6400
Klamath Mountains/California High North Coast Range,Fire: High Severity,Fire,2013,2013,4700,Iteration and Timestep,2350
Klamath Mountains/California High North Coast Range,Fire: High Severity,Fire,2014,2014,28100,Iteration and Timestep,14050
Klamath Mountains/California High North Coast Range,Fire: High Severity,Fire,2015,2015,21200,Iteration and Timestep,10600
Klamath Mountains/California High North Coast Range,Fire: High Severity,Fire,2016,2016,3200,Iteration and Timestep,1600
Northern Basin and Range,Fire: High Severity,Fire,1999,1999,200,Iteration and Timestep,100
Northern Basin and Range,Fire: High Severity,Fire,2000,2000,0,Iteration and Timestep,0
Northern Basin and Range,Fire: High Severity,Fire,2001,2001,0,Iteration and Timestep,0
Northern Basin and Range,Fire: High Severity,Fire,2002,2002,0,Iteration and Timestep,0
Northern Basin and Range,Fire: High Severity,Fire,2003,2003,0,Iteration and Timestep,0
Northern Basin and Range,Fire: High Severity,Fire,2004,2004,0,Iteration and Timestep,0
Northern Basin and Range,Fire: High Severity,Fire,2005,2005,0,Iteration and Timestep,0
Northern Basin and Range,Fire: High Severity,Fire,2006,2006,100,Iteration and Timestep,50
Northern Basin and Range,Fire: High Severity,Fire,2007,2007,0,Iteration and Timestep,0
Northern Basin and Range,Fire: High Severity,Fire,2008,2008,0,Iteration and Timestep,0
Northern Basin and Range,Fire: High Severity,Fire,2009,2009,0,Iteration and Timestep,0
Northern Basin and Range,Fire: High Severity,Fire,2010,2010,0,Iteration and Timestep,0
Northern Basin and Range,Fire: High Severity,Fire,2011,2011,100,Iteration and Timestep,50
Northern Basin and Range,Fire: High Severity,Fire,2012,2012,400,Iteration and Timestep,200
Northern Basin and Range,Fire: High Severity,Fire,2013,2013,0,Iteration and Timestep,0
Northern Basin and Range,Fire: High Severity,Fire,2014,2014,0,Iteration and Timestep,0
Northern Basin and Range,Fire: High Severity,Fire,2015,2015,600,Iteration and Timestep,300
Northern Basin and Range,Fire: High Severity,Fire,2016,2016,0,Iteration and Timestep,0
Sonoran Basin and Range,Fire: High Severity,Fire,1999,1999,100,Iteration and Timestep,50
Sonoran Basin and Range,Fire: High Severity,Fire,2000,2000,0,Iteration and Timestep,0
Sonoran Basin and Range,Fire: High Severity,Fire,2001,2001,0,Iteration and Timestep,0
Sonoran Basin and Range,Fire: High Severity,Fire,2002,2002,500,Iteration and Timestep,250
Sonoran Basin and Range,Fire: High Severity,Fire,2003,2003,100,Iteration and Timestep,50
Sonoran Basin and Range,Fire: High Severity,Fire,2004,2004,0,Iteration and Timestep,0
Sonoran Basin and Range,Fire: High Severity,Fire,2005,2005,0,Iteration and Timestep,0
Sonoran Basin and Range,Fire: High Severity,Fire,2006,2006,0,Iteration and Timestep,0
Sonoran Basin and Range,Fire: High Severity,Fire,2007,2007,0,Iteration and Timestep,0
Sonoran Basin and Range,Fire: High Severity,Fire,2008,2008,0,Iteration and Timestep,0
Sonoran Basin and Range,Fire: High Severity,Fire,2009,2009,100,Iteration and Timestep,50
Sonoran Basin and Range,Fire: High Severity,Fire,2010,2010,100,Iteration and Timestep,50
Sonoran Basin and Range,Fire: High Severity,Fire,2011,2011,600,Iteration and Timestep,300
Sonoran Basin and Range,Fire: High Severity,Fire,2012,2012,0,Iteration and Timestep,0
Sonoran Basin and Range,Fire: High Severity,Fire,2013,2013,200,Iteration and Timestep,100
Sonoran Basin and Range,Fire: High Severity,Fire,2014,2014,0,Iteration and Timestep,0
Sonoran Basin and Range,Fire: High Severity,Fire,2015,2015,0,Iteration and Timestep,0
Sonoran Basin and Range,Fire: High Severity,Fire,2016,2016,0,Iteration and Timestep,0
Southern California/Northern Baja Coast,Fire: High Severity,Fire,1999,1999,1100,Iteration and Timestep,550
Southern California/Northern Baja Coast,Fire: High Severity,Fire,2000,2000,900,Iteration and Timestep,450
Southern California/Northern Baja Coast,Fire: High Severity,Fire,2001,2001,500,Iteration and Timestep,250
Southern California/Northern Baja Coast,Fire: High Severity,Fire,2002,2002,700,Iteration and Timestep,350
Southern California/Northern Baja Coast,Fire: High Severity,Fire,2003,2003,52700,Iteration and Timestep,26350
Southern California/Northern Baja Coast,Fire: High Severity,Fire,2004,2004,1500,Iteration and Timestep,750
Southern California/Northern Baja Coast,Fire: High Severity,Fire,2005,2005,2300,Iteration and Timestep,1150
Southern California/Northern Baja Coast,Fire: High Severity,Fire,2006,2006,1000,Iteration and Timestep,500
Southern California/Northern Baja Coast,Fire: High Severity,Fire,2007,2007,15500,Iteration and Timestep,7750
Southern California/Northern Baja Coast,Fire: High Severity,Fire,2008,2008,600,Iteration and Timestep,300
Southern California/Northern Baja Coast,Fire: High Severity,Fire,2009,2009,500,Iteration and Timestep,250
Southern California/Northern Baja Coast,Fire: High Severity,Fire,2010,2010,1800,Iteration and Timestep,900
Southern California/Northern Baja Coast,Fire: High Severity,Fire,2011,2011,400,Iteration and Timestep,200
Southern California/Northern Baja Coast,Fire: High Severity,Fire,2012,2012,200,Iteration and Timestep,100
Southern California/Northern Baja Coast,Fire: High Severity,Fire,2013,2013,1900,Iteration and Timestep,950
Southern California/Northern Baja Coast,Fire: High Severity,Fire,2014,2014,1100,Iteration and Timestep,550
Southern California/Northern Baja Coast,Fire: High Severity,Fire,2015,2015,500,Iteration and Timestep,250
Southern California/Northern Baja Coast,Fire: High Severity,Fire,2016,2016,400,Iteration and Timestep,200
